date,city, pm25, pm10, o3, no2, so2, co
2023/1/25,shanghai, 82, 27, , 6, 3, 7
2023/1/26,shanghai, 51, 46, , 12, 3, 8
2023/1/27,shanghai, 115, 58, , 7, 3, 7
2023/1/28,shanghai, 96, 54, , 15, 4, 8
2023/1/29,shanghai, 97, 57, , 21, 3, 7
2023/1/30,shanghai, 110, 60, , 29, 5, 9
2023/1/31,shanghai, 126, 45, , 23, 4, 7
2023/2/1,shanghai, 111, 61, , 31, 4, 8
2023/2/2,shanghai, 120, 43, , 10, 2, 5
2023/2/3,shanghai, 52, 48, , 12, 3, 6
2023/2/4,shanghai, 55, 30, , 15, 3, 4
2023/2/5,shanghai, 59, 46, , 16, 3, 5
2023/2/6,shanghai, 101, 32, , 20, 2, 4
2023/2/7,shanghai, 79, 31, , 13, 3, 4
2023/2/8,shanghai, 74, 51, , 14, 3, 5
2023/2/9,shanghai, 110, 34, , 16, 3, 5
2023/2/10,shanghai, 72, 25, , 15, 2, 6
2023/2/11,shanghai, 71, 19, 29, 14, 2, 5
2023/2/12,shanghai, 59, 19, 25, 19, 2, 7
2023/2/13,shanghai, 59, 37, 37, 10, 2, 7
2023/2/14,shanghai, 86, 36, 28, 10, 2, 6
2023/2/15,shanghai, 70, 40, 29, 14, 3, 6
2023/2/16,shanghai, 83, 43, 30, 17, 3, 7
2023/2/17,shanghai, 85, 42, 27, 24, 3, 6
2023/2/18,shanghai, 88, 58, 33, 35, 5, 9
2023/2/19,shanghai, 127, 78, 33, 20, 4, 10
2023/2/20,shanghai, 160, 53, 41, 15, 4, 7
2023/2/21,shanghai, 113, 29, 30, 9, 3, 6
2023/2/22,shanghai, 55, 29, 28, 13, 3, 6
2023/2/23,shanghai, 56, 24, 25, 17, 3, 7
2023/2/24,shanghai, 63, 42, 36, 15, 3, 9
2023/2/25,shanghai, 105, 45, 31, 10, 3, 8
2023/2/26,shanghai, 92, 29, 33, 11, 3, 6
2023/2/27,shanghai, 67, 29, 38, 14, 3, 4
2023/2/28,shanghai, 77, 40, 40, 25, 3, 5
2023/3/1,shanghai, 85, 65, 55, 28, 4, 8
2023/3/2,shanghai, 150, 54, 37, 16, 4, 5
2023/3/3,shanghai, 107, 36, 29, 18, 3, 4
2023/3/4,shanghai, 56, 45, 34, 23, 3, 4
2023/3/5,shanghai, 84, 49, 48, 21, 3, 4
2023/3/6,shanghai, 97, 59, 66, 27, 4, 5
2023/3/7,shanghai, 117, 67, 57, 25, 4, 5
2023/3/8,shanghai, 111, 63, 43, 27, 3, 6
2023/3/9,shanghai, 115, 81, 63, 24, 4, 8
2023/3/10,shanghai, 158, 86, 78, 29, 5, 7
2023/3/11,shanghai, 145, 56, 60, 16, 4, 5
2023/3/12,shanghai, 92, 60, 36, 12, 3, 6
2023/3/13,shanghai, 95, 49, 34, 12, 4, 4
2023/3/14,shanghai, 55, 49, 50, 15, 5, 5
2023/3/15,shanghai, 65, 52, 54, 18, 5, 6
2023/3/16,shanghai, 89, 66, 37, 9, 3, 5
2023/3/17,shanghai, 67, 21, 33, 12, 3, 6
2023/3/18,shanghai, 41, 33, 29, 14, 4, 7
2023/3/19,shanghai, 76, 41, 39, 15, 3, 4
2023/3/20,shanghai, 72, 43, 39, 16, 3, 5
2023/3/21,shanghai, 95, 18, 16, 26, 3, 6
2023/3/22,shanghai, 60, 39, 10, 30, 3, 7
2023/3/23,shanghai, 108, 102, 34, 17, 3, 8
2023/3/24,shanghai, 104, 84, 32, 10, 3, 4
2023/3/25,shanghai, 86, 46, 28, 12, 4, 6
2023/3/26,shanghai, 65, 63, 43, 12, 4, 6
2023/3/27,shanghai, 85, 84, 51, 22, 4, 6
2023/3/28,shanghai, 112, 65, 50, 20, 4, 6
2023/3/29,shanghai, 112, 55, 35, 20, 4, 6
2023/3/30,shanghai, 89, 62, 51, 17, 3, 7
2023/3/31,shanghai, 134, 38, 35, 16, 4, 6
2023/4/1,shanghai, 86, 43, 41, 25, 4, 6
2022/10/2,shanghai, 86, 30, 45, 7, 2, 5
2022/10/3,shanghai, 65, 35, 72, 9, 3, 6
2022/10/4,shanghai, 72, 24, 26, 6, 2, 5
2022/10/5,shanghai, 49, 24, 30, 5, 2, 3
2022/10/6,shanghai, 41, 14, 30, 8, 2, 4
2022/10/7,shanghai, 40, 15, 31, 8, 2, 4
2022/10/8,shanghai, 47, 26, 38, 11, 2, 4
2022/10/9,shanghai, 60, 37, 46, 14, 2, 5
2022/10/10,shanghai, 87, 42, 34, 12, 3, 6
2022/10/11,shanghai, 62, 34, 36, 14, 3, 5
2022/10/12,shanghai, 69, 24, 38, 12, 3, 5
2022/10/13,shanghai, 55, 26, 43, 10, 3, 5
2022/10/14,shanghai, 52, 33, 40, 13, 2, 5
2022/10/15,shanghai, 64, 33, 45, 13, 3, 5
2022/10/16,shanghai, 74, 34, 43, 11, 3, 5
2022/10/17,shanghai, 90, 48, 49, 7, 3, 5
2022/10/18,shanghai, 81, 31, 32, 8, 2, 4
2022/10/19,shanghai, 45, 26, 40, 10, 2, 4
2022/10/20,shanghai, 51, 26, 38, 14, 2, 4
2022/10/21,shanghai, 53, 36, 39, 20, 2, 5
2022/10/22,shanghai, 69, 38, 36, 14, 3, 6
2022/10/23,shanghai, 89, 38, 50, 7, 2, 4
2022/10/24,shanghai, 79, 29, 43, 8, 3, 4
2022/10/25,shanghai, 53, 25, 35, 8, 2, 4
2022/10/26,shanghai, 46, 28, 27, 14, 3, 4
2022/10/27,shanghai, 44, 18, 30, 13, 2, 4
2022/10/28,shanghai, 43, 32, 38, 8, 2, 4
2022/10/29,shanghai, 57, 29, 37, 9, 3, 4
2022/10/30,shanghai, 62, 32, 37, 10, 2, 4
2022/10/31,shanghai, 71, 29, 32, 10, 2, 4
2022/11/1,shanghai, 52, 35, 40, 10, 3, 5
2022/11/2,shanghai, 79, 48, 43, 13, 2, 6
2022/11/3,shanghai, 98, 34, 41, 16, 3, 5
2022/11/4,shanghai, 70, 34, 32, 9, 3, 5
2022/11/5,shanghai, 64, 37, 38, 12, 3, 5
2022/11/6,shanghai, 79, 25, 34, 15, 3, 4
2022/11/7,shanghai, 58, 32, 43, 16, 3, 4
2022/11/8,shanghai, 66, 28, 36, 17, 3, 4
2022/11/9,shanghai, 66, 40, 38, 15, 2, 4
2022/11/10,shanghai, 81, 48, 34, 14, 3, 5
2022/11/11,shanghai, 116, 33, 16, 16, 2, 4
2022/11/12,shanghai, 87, 29, 31, 13, 3, 5
2022/11/13,shanghai, 72, 29, 22, 9, 3, 6
2022/11/14,shanghai, 64, 40, 17, 18, 3, 7
2022/11/15,shanghai, 88, 66, 24, 28, 4, 9
2022/11/16,shanghai, 154, 74, 42, 29, 4, 9
2022/11/17,shanghai, 159, 14, 31, 13, 3, 5
2022/11/18,shanghai, 52, 26, 28, 15, 3, 5
2022/11/19,shanghai, 59, 41, 23, 21, 3, 6
2022/11/20,shanghai, 85, 51, 24, 17, 3, 8
2022/11/21,shanghai, 130, 49, 27, 24, 3, 8
2022/11/22,shanghai, 122, 41, 27, 18, 3, 7
2022/11/23,shanghai, 109, 20, 29, 15, 3, 6
2022/11/24,shanghai, 61, 35, 31, 21, 3, 6
2022/11/25,shanghai, 76, 38, 27, 28, 4, 5
2022/11/26,shanghai, 75, 53, 36, 27, 4, 9
2022/11/27,shanghai, 128, 38, 29, 16, 2, 4
2022/11/28,shanghai, 81, 27, 1, 15, 3, 4
2022/11/29,shanghai, 59, 21, 26, 11, 2, 5
2022/11/30,shanghai, 58, 24, 22, 11, 2, 5
2022/12/1,shanghai, 53, 31, 16, 16, 3, 7
2022/12/2,shanghai, 71, 44, 12, 24, 4, 9
2022/12/3,shanghai, 102, 36, 22, 25, 3, 8
2022/12/4,shanghai, 100, 27, 25, 8, 2, 4
2022/12/5,shanghai, 58, 18, 23, 12, 3, 5
2022/12/6,shanghai, 52, 31, 21, 27, 4, 7
2022/12/7,shanghai, 66, 48, 38, 29, 4, 5
2022/12/8,shanghai, 103, 50, 26, 34, 4, 5
2022/12/9,shanghai, 104, 33, 16, 30, 3, 7
2022/12/10,shanghai, 87, 51, 25, 24, 3, 9
2022/12/11,shanghai, 135, 43, 31, 11, 4, 6
2022/12/12,shanghai, 90, 45, 24, 22, 4, 6
2022/12/13,shanghai, 101, 95, 23, 30, 5, 9
2022/12/14,shanghai, 151, 76, 25, 17, 4, 6
2022/12/15,shanghai, 91, 53, 20, 26, 3, 5
2022/12/16,shanghai, 74, 32, 25, 20, 3, 5
2022/12/17,shanghai, 65, 45, 20, 11, 4, 6
2022/12/18,shanghai, 88, 56, 20, 17, 3, 7
2022/12/19,shanghai, 69, 51, 21, 29, 4, 8
2022/12/20,shanghai, 84, 40, 29, 28, 3, 6
2022/12/21,shanghai, 76, 64, 25, 23, 5, 7
2022/12/22,shanghai, 120, 75, 25, 24, 4, 8
2022/12/23,shanghai, 121, 33, 23, 15, 4, 8
2022/12/24,shanghai, 66, 48, 26, 18, 5, 9
2022/12/25,shanghai, 99, 44, 24, 17, 4, 9
2022/12/26,shanghai, 99, 45, 21, 25, 5, 9
2022/12/27,shanghai, 122, 65, 27, 23, 5, 9
2022/12/28,shanghai, 159, 76, 31, 20, 5, 9
2022/12/29,shanghai, 165, 35, 29, 16, 4, 4
2022/12/30,shanghai, 89, 37, 19, 25, 5, 7
2022/12/31,shanghai, 94, 68, 34, 35, 5, 8
2023/1/1,shanghai, 158, 71, 18, 49, 5, 8
2023/1/2,shanghai, 160, 58, 28, 19, 4, 7
2022/7/2,shanghai, 36, 16, 19, 3, , 2
2022/7/3,shanghai, 38, 15, 23, 3, , 2
2022/7/4,shanghai, 40, 17, 28, 4, , 1
2022/7/5,shanghai, 39, 31, 63, 4, , 4
2022/7/6,shanghai, 68, 29, 54, 5, , 4
2022/7/7,shanghai, 62, 30, 63, 6, , 4
2022/7/8,shanghai, 78, 35, 50, 6, , 4
2022/7/9,shanghai, 81, 34, 88, 9, 1, 5
2022/7/10,shanghai, 93, 43, 67, 9, 1, 5
2022/7/11,shanghai, 110, 25, 71, 12, 1, 6
2022/7/12,shanghai, 64, 45, 84, 12, , 5
2022/7/13,shanghai, 93, 46, 83, 13, , 5
2022/7/14,shanghai, 100, 43, 101, 13, , 4
2022/7/15,shanghai, 99, 42, 69, 11, , 4
2022/7/16,shanghai, 98, 38, 51, 16, , 6
2022/7/17,shanghai, 99, 44, 71, 10, 1, 5
2022/7/18,shanghai, 102, 32, 53, 9, , 5
2022/7/19,shanghai, 82, 31, 41, 11, , 5
2022/7/20,shanghai, 83, 34, 58, 9, , 5
2022/7/21,shanghai, 81, 24, 44, 11, , 4
2022/7/22,shanghai, 65, 46, 104, 11, , 6
2022/7/23,shanghai, 112, 42, 49, 8, , 5
2022/7/24,shanghai, 96, 42, 88, 10, 1, 8
2022/7/25,shanghai, 100, 35, 69, 7, , 4
2022/7/26,shanghai, 88, 37, 81, 11, , 4
2022/7/27,shanghai, 77, 37, 104, 14, , 5
2022/7/28,shanghai, 84, 40, 84, 12, , 6
2022/7/29,shanghai, 79, 18, 14, 6, , 4
2022/7/30,shanghai, 45, 19, 18, 8, , 4
2022/7/31,shanghai, 55, 25, 39, 8, 1, 5
2022/8/1,shanghai, 69, 32, 50, 8, , 5
2022/8/2,shanghai, 78, 42, 58, 7, 1, 5
2022/8/3,shanghai, 103, 19, 35, 6, 1, 4
2022/8/4,shanghai, 56, 21, 47, 6, 1, 4
2022/8/5,shanghai, 52, 31, 92, 8, 1, 5
2022/8/6,shanghai, 64, 38, 49, 16, 1, 7
2022/8/7,shanghai, 85, 25, 69, 8, 1, 4
2022/8/8,shanghai, 63, 19, 53, 6, 1, 4
2022/8/9,shanghai, 45, 25, 71, 7, 1, 4
2022/8/10,shanghai, 53, 29, 83, 8, 1, 4
2022/8/11,shanghai, 63, 39, 83, 12, 1, 5
2022/8/12,shanghai, 78, 43, 74, 18, 2, 6
2022/8/13,shanghai, 95, 44, 85, 11, 1, 6
2022/8/14,shanghai, 94, 37, 78, 8, 1, 6
2022/8/15,shanghai, 78, 31, 84, 7, 1, 5
2022/8/16,shanghai, 71, 35, 70, 10, 1, 6
2022/8/17,shanghai, 76, 32, 68, 11, 2, 8
2022/8/18,shanghai, 73, 30, 73, 9, 1, 5
2022/8/19,shanghai, 71, 27, 75, 8, 1, 5
2022/8/20,shanghai, 61, 40, 70, 13, 1, 6
2022/8/21,shanghai, 82, 36, 38, 10, 1, 7
2022/8/22,shanghai, 81, 35, 68, 9, 1, 6
2022/8/23,shanghai, 83, 38, 100, 11, 1, 7
2022/8/24,shanghai, 86, 31, 31, 7, 1, 3
2022/8/25,shanghai, 59, 28, 39, 9, 1, 3
2022/8/26,shanghai, 56, 31, 37, 11, 1, 3
2022/8/27,shanghai, 58, 25, 41, 10, 1, 4
2022/8/28,shanghai, 65, 27, 39, 7, 1, 5
2022/8/29,shanghai, 44, 34, 60, 9, 1, 5
2022/8/30,shanghai, 62, 37, 51, 9, 1, 6
2022/8/31,shanghai, 87, 17, 34, 8, 1, 6
2022/9/1,shanghai, 53, 24, 54, 6, 1, 5
2022/9/2,shanghai, 62, 21, 40, 5, 1, 4
2022/9/3,shanghai, 49, 14, 25, 4, 1, 3
2022/9/4,shanghai, 36, 17, 21, 3, 1, 3
2022/9/5,shanghai, 36, 9, 41, 4, 1, 4
2022/9/6,shanghai, 23, 53, 100, 12, 2, 8
2022/9/7,shanghai, 111, 58, 110, 13, 2, 6
2022/9/8,shanghai, 119, 37, 49, 14, 2, 4
2022/9/9,shanghai, 71, 26, 45, 9, 2, 4
2022/9/10,shanghai, 59, 24, 57, 7, 1, 4
2022/9/11,shanghai, 62, 28, 36, 6, 2, 2
2022/9/12,shanghai, 61, 23, 26, 7, 1, 3
2022/9/13,shanghai, 63, 15, 26, 6, 1, 3
2022/9/14,shanghai, 45, 14, 22, 6, 1, 4
2022/9/15,shanghai, 45, 13, 28, 6, 1, 3
2022/9/16,shanghai, 44, 40, 50, 11, 2, 4
2022/9/17,shanghai, 101, 46, 56, 15, 2, 8
2022/9/18,shanghai, 116, 36, 66, 8, 2, 8
2022/9/19,shanghai, 78, 55, 64, 7, 2, 7
2022/9/20,shanghai, 91, 40, 37, 7, 2, 5
2022/9/21,shanghai, 55, 30, 31, 10, 2, 3
2022/9/22,shanghai, 47, 37, 41, 13, 2, 3
2022/9/23,shanghai, 58, 47, 57, 15, 2, 4
2022/9/24,shanghai, 73, 27, 37, 8, 2, 4
2022/9/25,shanghai, 46, 29, 41, 10, 2, 4
2022/9/26,shanghai, 48, 33, 44, 14, 2, 5
2022/9/27,shanghai, 68, 18, 42, 11, 2, 4
2022/9/28,shanghai, 53, 25, 35, 14, 2, 5
2022/9/29,shanghai, 65, 19, 40, 16, 2, 4
2022/9/30,shanghai, 63, 27, 28, 12, 2, 4
2022/10/1,shanghai, 59, 38, 35, 11, 2, 5
2022/4/2,shanghai, 71, 27, 48, 5, 2, 4
2022/4/3,shanghai, 70, 18, 47, 5, 2, 4
2022/4/4,shanghai, 60, 26, 52, 6, 2, 4
2022/4/5,shanghai, 71, 34, 41, 12, 4, 5
2022/4/6,shanghai, 75, 51, 71, 14, 3, 4
2022/4/7,shanghai, 109, 53, 93, 12, 3, 4
2022/4/8,shanghai, 113, 50, 81, 11, 5, 5
2022/4/9,shanghai, 96, 45, 83, 8, 5, 4
2022/4/10,shanghai, 80, 44, 64, 6, 3, 1
2022/4/11,shanghai, 83, 46, 89, 9, 4, 2
2022/4/12,shanghai, 98, 33, 75, 10, 3, 2
2022/4/13,shanghai, 84, 15, 39, 6, 2, 4
2022/4/14,shanghai, 48, 9, 31, 5, 1, 2
2022/4/15,shanghai, 41, 23, 65, 5, 2, 3
2022/4/16,shanghai, 59, 44, 57, 6, 2, 5
2022/4/17,shanghai, 103, 32, 59, 7, 2, 5
2022/4/18,shanghai, 75, 29, 58, 8, 2, 4
2022/4/19,shanghai, 65, 47, 87, 11, 3, 6
2022/4/20,shanghai, 114, 59, 100, 10, 5, 7
2022/4/21,shanghai, 126, 53, 79, 8, 3, 7
2022/4/22,shanghai, 137, 46, 73, 11, 7, 8
2022/4/23,shanghai, 122, 20, 38, 7, 3, 6
2022/4/24,shanghai, 65, 10, 37, 5, 2, 5
2022/4/25,shanghai, 38, 23, 41, 7, 2, 7
2022/4/26,shanghai, 71, 19, 35, 8, 2, 6
2022/4/27,shanghai, 61, 51, 47, 5, 2, 5
2022/4/28,shanghai, 67, 68, 39, 6, 1, 6
2022/4/29,shanghai, 76, 18, 45, 5, 2, 7
2022/4/30,shanghai, 50, 23, 47, 6, 2, 7
2022/5/1,shanghai, 68, 28, 53, 6, 2, 8
2022/5/2,shanghai, 78, 50, 77, 10, 2, 9
2022/5/3,shanghai, 120, 57, 98, 15, 3, 9
2022/5/4,shanghai, 136, 47, 78, 8, 7, 8
2022/5/5,shanghai, 114, 25, 58, 6, 2, 7
2022/5/6,shanghai, 67, 19, 68, 5, 4, 2
2022/5/7,shanghai, 66, 15, 37, 5, 2, 5
2022/5/8,shanghai, 52, 21, 48, 5, 2, 5
2022/5/9,shanghai, 58, 18, 45, 6, 2, 6
2022/5/10,shanghai, 50, 19, 42, 5, 2, 8
2022/5/11,shanghai, 57, 20, 40, 5, 2, 7
2022/5/12,shanghai, 64, 19, 41, 6, 2, 8
2022/5/13,shanghai, 63, 20, 45, 5, 2, 9
2022/5/14,shanghai, 63, 27, 55, 6, 2, 5
2022/5/15,shanghai, 70, 30, 62, 10, 2, 3
2022/5/16,shanghai, 77, 43, 83, 13, 3, 2
2022/5/17,shanghai, 112, 47, 96, 11, 4, 2
2022/5/18,shanghai, 120, 31, 76, 10, 5, 1
2022/5/19,shanghai, 92, 30, 57, 8, 2, 1
2022/5/20,shanghai, 79, 25, 28, 11, 2, 1
2022/5/21,shanghai, 77, 18, 50, 8, 2, 6
2022/5/22,shanghai, 54, 25, 68, 7, 2, 4
2022/5/23,shanghai, 79, 17, 52, 5, 2, 9
2022/5/24,shanghai, 70, 12, 45, 5, 2, 3
2022/5/25,shanghai, 41, 19, 45, 7, 2, 2
2022/5/26,shanghai, 56, 31, 28, 17, 2, 8
2022/5/27,shanghai, 83, 44, 103, 12, 3, 5
2022/5/28,shanghai, 109, 19, 55, 8, 3, 4
2022/5/29,shanghai, 64, 15, 35, 9, 2, 7
2022/5/30,shanghai, 52, 41, 58, 14, 3, 12
2022/5/31,shanghai, 108, 16, 48, 7, 2, 9
2022/6/1,shanghai, 43, 42, 61, 14, 4, 8
2022/6/2,shanghai, 108, 47, 51, 13, 2, 4
2022/6/3,shanghai, 115, 14, 37, 6, 2, 3
2022/6/4,shanghai, 41, 24, 49, 9, 2, 3
2022/6/5,shanghai, 62, 19, 28, 11, 2, 4
2022/6/6,shanghai, 56, 32, 90, 8, 2, 3
2022/6/7,shanghai, 73, 37, 50, 8, 2, 4
2022/6/8,shanghai, 81, 25, 56, 10, 2, 1
2022/6/9,shanghai, 56, 37, 72, 8, 2, 1
2022/6/10,shanghai, 77, 18, 41, 7, 1, 2
2022/6/11,shanghai, 51, 19, 46, 4, 1, 2
2022/6/12,shanghai, 56, 28, 40, 7, 2, 1
2022/6/13,shanghai, 73, 13, 33, 9, , 1
2022/6/14,shanghai, 34, 42, 86, 12, 2, 3
2022/6/15,shanghai, 97, 56, 99, 16, 2, 4
2022/6/16,shanghai, 130, 54, 96, 12, 3, 5
2022/6/17,shanghai, 120, 44, 105, 9, 2, 4
2022/6/18,shanghai, 113, 29, 59, 5, 1, 4
2022/6/19,shanghai, 74, 44, 44, 12, , 5
2022/6/20,shanghai, 98, 15, 31, 6, , 3
2022/6/21,shanghai, 46, 24, 40, 6, , 3
2022/6/22,shanghai, 59, 32, 47, 6, 1, 3
2022/6/23,shanghai, 79, 25, 44, 5, 1, 3
2022/6/24,shanghai, 59, 17, 27, 8, 1, 4
2022/6/25,shanghai, 48, 27, 65, 5, 1, 3
2022/6/26,shanghai, 70, 27, 56, 5, 1, 4
2022/6/27,shanghai, 66, 22, 48, 2, 1, 4
2022/6/28,shanghai, 48, 26, 41, 6, 1, 4
2022/6/29,shanghai, 48, 25, 46, 8, , 4
2022/6/30,shanghai, 59, 19, 30, 6, , 3
2022/7/1,shanghai, 43, 19, 25, 4, , 4
2022/1/4,shanghai, 160, 52, 39, 29, 2, 11
2022/1/5,shanghai, 141, 19, 33, 13, 2, 6
2022/1/6,shanghai, 57, 22, 32, 9, 2, 6
2022/1/7,shanghai, 55, 33, 26, 15, 2, 6
2022/1/8,shanghai, 93, 34, 24, 18, 2, 8
2022/1/9,shanghai, 105, 57, 27, 20, 3, 11
2022/1/10,shanghai, 149, 88, 22, 28, 3, 15
2022/1/11,shanghai, 185, 54, 26, 15, 2, 11
2022/1/12,shanghai, 129, 47, 24, 23, 3, 10
2022/1/13,shanghai, 131, 59, , 28, 3, 11
2022/1/14,shanghai, 140, 32, 20, 17, 2, 10
2022/1/15,shanghai, 70, 62, 16, 32, 2, 10
2022/1/16,shanghai, 156, 72, 33, 30, 2, 12
2022/1/17,shanghai, 168, 37, 19, 21, 2, 9
2022/1/18,shanghai, 70, 44, 33, 16, 2, 8
2022/1/19,shanghai, 113, 40, 22, 23, 2, 8
2022/1/20,shanghai, 106, 40, 30, 10, 2, 9
2022/1/21,shanghai, 106, 22, 29, 11, 2, 9
2022/1/22,shanghai, 59, 21, 17, 23, 2, 10
2022/1/23,shanghai, 72, 17, 28, 16, 2, 9
2022/1/24,shanghai, 60, 51, 31, 11, 2, 11
2022/1/25,shanghai, 140, 71, 23, 20, 2, 10
2022/1/26,shanghai, 169, 48, 30, 16, 2, 8
2022/1/27,shanghai, 131, 41, 34, 11, 2, 8
2022/1/28,shanghai, 112, 25, 27, 9, 2, 5
2022/1/29,shanghai, 65, 25, 28, 9, 2, 6
2022/1/30,shanghai, 80, 26, 29, 9, 2, 6
2022/1/31,shanghai, 76, 56, 38, 18, 3, 9
2022/2/1,shanghai, 141, 76, 34, 11, 3, 8
2022/2/2,shanghai, 148, 30, 33, 7, 2, 5
2022/2/3,shanghai, 83, 15, 31, 7, 2, 5
2022/2/4,shanghai, 56, 28, 37, 12, 3, 7
2022/2/5,shanghai, 83, 45, 34, 13, 3, 7
2022/2/6,shanghai, 116, 22, 33, 7, 3, 5
2022/2/7,shanghai, 58, 8, 32, 9, 2, 5
2022/2/8,shanghai, 32, 9, 31, 10, 2, 5
2022/2/9,shanghai, 33, 19, 30, 13, 2, 4
2022/2/10,shanghai, 63, 29, 36, 13, 3, 6
2022/2/11,shanghai, 83, 42, 70, 13, 2, 7
2022/2/12,shanghai, 111, 49, 38, 17, 3, 7
2022/2/13,shanghai, 116, 47, 38, 16, 2, 8
2022/2/14,shanghai, 117, 47, 40, 15, 3, 8
2022/2/15,shanghai, 107, 56, 30, 12, 2, 7
2022/2/16,shanghai, 126, 40, 32, 12, 2, 5
2022/2/17,shanghai, 93, 26, 35, 8, 1, 4
2022/2/18,shanghai, 68, 21, 29, 12, 1, 4
2022/2/19,shanghai, 58, 32, 30, 9, 2, 5
2022/2/20,shanghai, 83, 34, 31, 10, 2, 4
2022/2/21,shanghai, 72, 42, 30, 20, 3, 4
2022/2/22,shanghai, 96, 59, 33, 26, 4, 5
2022/2/23,shanghai, 150, 41, 38, 10, 2, 4
2022/2/24,shanghai, 95, 26, 34, 16, 2, 4
2022/2/25,shanghai, 67, 29, 34, 17, 2, 3
2022/2/26,shanghai, 71, 52, 44, 20, 2, 5
2022/2/27,shanghai, 122, 65, 39, 14, 2, 5
2022/2/28,shanghai, 111, 64, 63, 18, 3, 6
2022/3/1,shanghai, 128, 85, 44, 17, 2, 8
2022/3/2,shanghai, 170, 76, 46, 19, 2, 6
2022/3/3,shanghai, 154, 79, 57, 23, 4, 6
2022/3/4,shanghai, 149, 50, 35, 22, 3, 5
2022/3/5,shanghai, 113, 89, 33, 17, 2, 4
2022/3/6,shanghai, 109, 40, 33, 10, 2, 3
2022/3/7,shanghai, 43, 44, 34, 17, 3, 4
2022/3/8,shanghai, 75, 63, 42, 28, 3, 5
2022/3/9,shanghai, 117, 69, 48, 18, 3, 5
2022/3/10,shanghai, 120, 69, 50, 16, 3, 5
2022/3/11,shanghai, 100, 66, 42, 24, 3, 5
2022/3/12,shanghai, 107, 55, 49, 16, 4, 4
2022/3/13,shanghai, 91, 52, 54, 13, 3, 5
2022/3/14,shanghai, 98, 66, 43, 14, 3, 6
2022/3/15,shanghai, 132, 61, 44, 14, 3, 5
2022/3/16,shanghai, 100, 56, 75, 21, 2, 6
2022/3/17,shanghai, 103, 16, 30, 11, 1, 5
2022/3/18,shanghai, 46, 29, 28, 13, 1, 6
2022/3/19,shanghai, 78, 59, 30, 15, 2, 7
2022/3/20,shanghai, 140, 22, 31, 11, 1, 5
2022/3/21,shanghai, 61, 10, 37, 8, 1, 5
2022/3/22,shanghai, 36, 28, 39, 8, 2, 4
2022/3/23,shanghai, 55, 31, 43, 11, 2, 5
2022/3/24,shanghai, 77, 28, 44, 12, 2, 5
2022/3/25,shanghai, 57, 19, 39, 9, 1, 7
2022/3/26,shanghai, 54, 37, 42, 9, 2, 8
2022/3/27,shanghai, 91, 63, 42, 15, 4, 8
2022/3/28,shanghai, 109, 34, 42, 6, 2, 4
2022/3/29,shanghai, 55, 35, 46, 8, 2, 4
2022/3/30,shanghai, 59, 38, 61, 10, 3, 5
2022/3/31,shanghai, 86, 40, 40, 7, 2, 6
2022/4/1,shanghai, 89, 27, 46, 4, 2, 4
2021/10/2,shanghai, 51, 35, 87, 13, 1, 4
2021/10/3,shanghai, 64, 35, 57, 7, 1, 4
2021/10/4,shanghai, 56, 34, 45, 6, 1, 4
2021/10/5,shanghai, 55, 35, 51, 7, 1, 3
2021/10/6,shanghai, 48, 31, 33, 7, 1, 4
2021/10/7,shanghai, 47, 15, 24, 9, 1, 4
2021/10/8,shanghai, 37, 26, 31, 9, 1, 4
2021/10/9,shanghai, 45, 31, 27, 11, 1, 4
2021/10/10,shanghai, 40, 26, 25, 10, 1, 4
2021/10/11,shanghai, 47, 13, 30, 6, 1, 4
2021/10/12,shanghai, 26, 28, 35, 6, 1, 4
2021/10/13,shanghai, 36, 15, 20, 12, 1, 5
2021/10/14,shanghai, 42, 26, 19, 12, 1, 5
2021/10/15,shanghai, 55, 25, 34, 13, 1, 5
2021/10/16,shanghai, 61, 16, 33, 5, 1, 4
2021/10/17,shanghai, 31, 24, 29, 4, 1, 4
2021/10/18,shanghai, 31, 27, 21, 15, 1, 4
2021/10/19,shanghai, 38, 47, 34, 21, 2, 7
2021/10/20,shanghai, 94, 18, 31, 10, 1, 4
2021/10/21,shanghai, 46, 28, 24, 16, 1, 6
2021/10/22,shanghai, 76, 56, 41, 17, 2, 6
2021/10/23,shanghai, 147, 33, 41, 18, 1, 5
2021/10/24,shanghai, 78, 21, 40, 15, 1, 4
2021/10/25,shanghai, 52, 26, 41, 18, 1, 5
2021/10/26,shanghai, 69, 30, 41, 26, 1, 5
2021/10/27,shanghai, 75, 43, 51, 26, 2, 7
2021/10/28,shanghai, 115, 31, 38, 14, 1, 5
2021/10/29,shanghai, 70, 32, 43, 16, 2, 5
2021/10/30,shanghai, 65, 34, 46, 16, 2, 5
2021/10/31,shanghai, 71, 24, 38, 16, 1, 5
2021/11/1,shanghai, 65, 54, 61, 17, 2, 7
2021/11/2,shanghai, 129, 48, 39, 13, 2, 6
2021/11/3,shanghai, 107, 45, 35, 21, 2, 5
2021/11/4,shanghai, 77, 47, 42, 20, 2, 6
2021/11/5,shanghai, 85, 19, 39, 11, 1, 7
2021/11/6,shanghai, 62, 19, 36, 10, 1, 6
2021/11/7,shanghai, 47, 24, 33, 9, 1, 5
2021/11/8,shanghai, 47, 30, 25, 9, 2, 6
